outlet_id,outlet_name,outlet_type,city,cuisine_type,account_manager,seating_capacity,google_rating,instagram_followers,months_onboarded,flavours_ordered,complaints_last3m,payment_delay_days,am_assigned,outreach_response_rate,order_m1,order_m2,order_m3,order_m4,order_m5,order_m6,avg_monthly_cubes,order_trend_pct,days_since_last_order,monthly_revenue_inr,monthly_gp_inr,annual_revenue_inr,ltv_24m_inr,churn_risk_score,churned,recommended_intervention,intervention_cost_inr,expected_revenue_saved_inr,retention_roi,intervention_efficiency,retention_priority_index,health_tier,priority_tier,city_enc,type_enc,cuisine_enc,order_slope,order_volatility,recent_vs_avg,churn_prob_model,churn_risk_model,ltv_predicted_inr
FF-1265,The Rooftop Sip VII,4-Star Hotel,Bangalore,Italian,Arjun Mehta,46,4.7,42580,2,3,0,37,1,2,7412,7779,7899,4923,3113,1897,5503,-74.4,120,33018,15188,396216,30376,63.6,1,Extended Credit Terms,660,11591,1653.7,0.7,0.45,🟡 At Risk,Tier 3 – Monitor,0,0,3,-1103.0,2592.952172074654,0.34465843023255816,0.817213185087931,81.7,74373
FF-1266,Downtown Diner VII,4-Star Hotel,Mumbai,Pan-Asian,Neha Joshi,91,4.1,20781,10,3,6,16,0,2,18527,18773,19704,19343,20057,18898,19217,2.0,25,115302,53039,1383624,1272936,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,0,7,74.2,588.8364798481833,0.9833489436986159,0.13145662140056433,13.1,992653
FF-1267,Bombay Blend VII,4-Star Hotel,Bangalore,Italian,Neha Joshi,79,3.4,29171,34,6,3,22,1,1,14855,15402,15228,14070,13951,13402,14484,-9.78,73,86904,39976,1042848,959424,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,0,3,-290.6,794.9977777746719,0.9252329996548153,0.16169039890349424,16.2,855154
FF-1268,The Mango Tree VII,Bar & Lounge,Pune,Mediterranean,Priya Nair,164,4.7,51931,16,2,2,23,0,1,17030,16661,17327,17390,17076,17377,17143,2.04,27,102858,47315,1234296,567780,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,2,5,69.4,282.5602590599039,1.0135907606159589,0.09892278628487781,9.9,728491
FF-1269,Latitude 28 VII,Premium Café,Mumbai,Continental,Priya Nair,112,4.6,29102,22,5,4,7,0,0,13741,14050,14978,9006,5487,3259,10086,-76.28,2,60516,27837,726192,668088,45.5,0,Dedicated Account Manager,8000,182388,2179.6,0.85,8.62,🟡 At Risk,Tier 2 – Engage,4,6,0,-2096.4,4938.200296329288,0.32308912461584216,0.7118386109931766,71.2,346182
FF-1270,The Ice House VII,Fine Dining Restaurant,Bangalore,Multi-Cuisine,Vikram Singh,27,3.5,51899,12,7,1,40,1,1,7961,7917,8008,6063,4615,3601,6360,-54.76,87,38160,17554,457920,421296,45.5,0,Extended Credit Terms,763,115013,14954.2,0.7,4.48,🟡 At Risk,Tier 3 – Monitor,0,5,6,-872.0,1920.8677639719679,0.5661059581826757,0.3179759181451083,31.8,396980
FF-1271,Pearl & Petal VII,Fine Dining Restaurant,Hyderabad,Pan-Asian,Riya Sharma,98,3.7,23972,24,5,3,5,0,1,7419,7050,6689,5872,5431,4791,6208,-35.42,74,37248,17134,446976,411216,36.4,0,Premium Flavour Trial,500,89809,17826.1,0.65,3.24,🟢 Healthy,Tier 3 – Monitor,3,5,7,-525.6,1013.0505745848361,0.7716218392655823,0.12087589784778598,12.1,376222
FF-1272,Mosaic Café VII,Fine Dining Restaurant,Mumbai,Continental,Priya Nair,46,4.6,49730,10,5,1,4,1,2,8777,9060,8724,7115,5600,4323,7266,-50.74,42,43596,20054,523152,381026,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,5,0,-890.8,1953.812964436463,0.5948809687629008,0.03728168267856688,3.7,408722
FF-1273,The Black Label VII,Cloud Kitchen,Ranchi,Pan-Asian,Priya Nair,193,3.5,74116,35,4,3,43,1,1,6395,6452,6140,6207,6065,5412,6111,-15.37,52,36666,16866,439992,354186,45.5,0,Extended Credit Terms,733,96692,13073.4,0.7,3.76,🟡 At Risk,Tier 3 – Monitor,6,4,7,-196.6,373.5523613453229,0.8854712041884817,0.13653842462521684,13.7,337984
FF-1274,Sundowner Bar VII,Bar & Lounge,Pune,Fusion,Arjun Mehta,69,4.9,7599,32,5,2,28,0,2,8206,8020,7695,7287,6333,5864,7234,-28.54,25,43404,19966,520848,399320,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,2,1,-468.4,945.1572179625285,0.8105044920525225,0.06444764333696316,6.4,405142
FF-1275,Spice Symphony VII,Bar & Lounge,Chennai,Fusion,Neha Joshi,218,4.0,25931,7,3,2,27,1,2,15593,16619,16104,14869,13417,11927,14754,-23.51,54,88524,40721,1062288,977304,36.4,0,Extended Credit Terms,1770,213443,11952.2,0.7,8.3,🟢 Healthy,Tier 2 – Engage,1,2,1,-733.2,1777.490637574968,0.8083361572348357,0.11691845136594224,11.7,875626
FF-1276,Casa Milano VII,Fine Dining Restaurant,Delhi,Japanese,Riya Sharma,200,3.4,56992,21,4,6,10,0,1,14916,13772,13893,13643,14250,13729,14033,-7.96,67,84198,38731,1010376,116193,54.5,1,Dedicated Account Manager,8000,37995,374.9,0.85,1.8,🟡 At Risk,Tier 3 – Monitor,2,5,4,-237.4,481.45837480167137,0.9782670656975916,0.597469372826109,59.7,522708
FF-1277,The Lemon Tree VII,5-Star Hotel,Chennai,Fusion,Arjun Mehta,43,4.7,48184,20,1,6,0,0,0,16144,15668,15888,13782,12523,11701,14284,-27.52,6,85704,39424,1028448,551936,36.4,0,Dedicated Account Manager,8000,120542,1406.6,0.85,5.7,🟢 Healthy,Tier 2 – Engage,1,1,1,-888.6,1895.9369891076724,0.8191109555477774,0.0865068786355069,8.7,655217
FF-1278,Bourbon Street VII,4-Star Hotel,Bangalore,Italian,Vikram Singh,65,3.9,30611,26,5,2,42,0,0,15817,14695,14522,9029,5812,3436,10551,-78.27,120,63306,29121,759672,87363,81.8,1,Extended Credit Terms,1266,42877,3284.2,0.7,1.67,🔴 Critical,Tier 3 – Monitor,0,0,3,-2476.2,5216.706984934717,0.32562547384382107,0.9431471424984437,94.3,243979
FF-1279,Café Nuvola VII,Fine Dining Restaurant,Mumbai,Fusion,Vikram Singh,34,4.1,64436,4,5,5,18,0,3,19227,20046,20416,19640,17910,17871,19185,-7.05,70,115110,52951,1381320,1217873,45.5,0,Dedicated Account Manager,8000,332479,4055.5,0.85,15.71,🟡 At Risk,Tier 1 – Urgent,4,5,1,-271.2,1078.6743716247272,0.9314604399040968,0.2876455471072408,28.8,928159
FF-1280,The Blue Petal Café VIII,Cloud Kitchen,Bangalore,Indian,Priya Nair,172,3.4,23114,22,1,2,8,0,3,16711,17251,16096,14582,14617,12925,15363,-22.65,53,92178,42402,1106136,890442,36.4,0,Dedicated Account Manager,8000,194472,2330.6,0.85,9.19,🟢 Healthy,Tier 2 – Engage,0,4,2,-757.2,1614.264868807677,0.8412522780525905,0.13641285273857295,13.6,809069
FF-1281,Skyline Bar VIII,Bar & Lounge,Chennai,Multi-Cuisine,Priya Nair,241,3.2,42491,15,5,0,26,1,1,5381,5235,4889,4601,4784,4775,4944,-11.26,66,29664,13645,355968,327480,45.5,0,Extended Credit Terms,593,89402,14951.0,0.7,3.48,🟡 At Risk,Tier 3 – Monitor,1,2,6,-121.2,300.16156760429317,0.9656218402426694,0.2346304504553509,23.5,279346
FF-1282,Monarch Grand Hotel VIII,Bar & Lounge,Bangalore,Italian,Vikram Singh,225,4.3,70976,21,1,0,33,1,0,17782,18281,17321,18071,17824,16833,17685,-5.34,58,106110,48811,1273320,1171464,45.5,0,Extended Credit Terms,2122,319809,14964.1,0.7,12.44,🟡 At Risk,Tier 1 – Urgent,0,2,3,-189.8,527.5113900824007,0.9517697613931924,0.13694751078589149,13.7,928309
FF-1283,Spice Route VIII,Premium Café,Mumbai,Continental,Priya Nair,292,4.1,61420,15,4,5,43,0,2,9329,9173,9199,6236,3724,2203,6644,-76.38,120,39864,18337,478368,91685,90.9,1,Extended Credit Terms,797,50004,6166.3,0.7,1.95,🔴 Critical,Tier 3 – Monitor,4,6,0,-1425.2,3116.037098623827,0.3315274642588412,0.9474718547464834,94.7,80402
FF-1284,The Artisan Brew VIII,5-Star Hotel,Ranchi,Japanese,Riya Sharma,255,4.3,64030,22,3,7,3,1,3,10271,10692,10202,9234,8660,7393,9408,-28.02,87,56448,25966,677376,623184,36.4,0,Dedicated Account Manager,8000,136103,1601.1,0.85,6.43,🟢 Healthy,Tier 2 – Engage,6,1,4,-575.6,1238.859421672478,0.7857370602614518,0.20893959746196406,20.9,456927
FF-1285,Fusion 9 VIII,Premium Café,Mumbai,Japanese,Priya Nair,247,4.6,36724,28,1,4,35,1,2,4923,4886,4716,4061,3915,3769,4378,-23.44,2,26268,12083,315216,181245,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,6,4,-230.8,520.5903059668578,0.8606987896780087,0.07144300364036574,7.1,239458
FF-1286,Cloud Nine Lounge VIII,Bar & Lounge,Delhi,Japanese,Neha Joshi,28,4.4,8288,14,2,7,17,1,3,19888,19608,19295,14307,10998,7832,15321,-60.62,76,91926,42286,1103112,761148,36.4,0,Dedicated Account Manager,8000,166234,1977.7,0.85,7.85,🟢 Healthy,Tier 2 – Engage,2,2,4,-2411.2,5115.274759645533,0.5111604229212896,0.3792909069610974,37.9,779663
FF-1287,The Grand Palate VIII,Bar & Lounge,Delhi,Continental,Priya Nair,185,3.5,28582,27,1,1,14,1,1,9674,10346,10862,10414,10746,9756,10299,0.85,22,61794,28425,741528,682200,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,2,0,16.4,493.49434309489976,0.9471844660194175,0.09857900937636878,9.9,621716
FF-1288,Saffron Kitchen VIII,Premium Café,Delhi,Continental,Arjun Mehta,233,3.8,77316,28,5,7,12,0,0,12885,12371,11408,11294,10700,9440,11349,-26.73,37,68094,31323,817128,751752,36.4,0,Dedicated Account Manager,8000,164182,1952.0,0.85,7.76,🟢 Healthy,Tier 2 – Engage,2,6,0,-689.0,1222.764518076423,0.8317180616740089,0.32196913617538003,32.2,584849
FF-1289,Urban Brew Co. VIII,5-Star Hotel,Delhi,Continental,Riya Sharma,136,4.8,84088,26,7,3,18,0,3,6100,5729,5865,5402,5590,5404,5681,-11.41,20,34086,15680,409032,282240,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,1,0,-139.2,273.70397634427354,0.9510735656458993,0.05498801258823525,5.5,306402
FF-1290,The Cellar Bar VIII,Premium Café,Delhi,Continental,Arjun Mehta,91,4.6,17031,2,7,7,5,1,0,14361,14555,14948,14406,13597,12352,14036,-13.99,24,84216,38739,1010592,929736,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,6,0,-401.8,935.1155543567864,0.8799601054356344,0.14011130328310992,14.0,792231
FF-1291,Pearl Continental VIII,Premium Café,Ranchi,Japanese,Arjun Mehta,83,4.2,45357,25,4,3,11,1,2,6205,6670,6988,3201,1471,660,4199,-89.35,120,25194,11589,302328,220191,45.5,0,Premium Flavour Trial,500,60112,11898.6,0.65,2.17,🟡 At Risk,Tier 3 – Monitor,6,6,4,-1109.0,2788.221900542829,0.15714285714285714,0.8932508377683445,89.3,127282
FF-1292,Breezy Bites VIII,Fine Dining Restaurant,Delhi,Japanese,Neha Joshi,224,3.7,10642,3,6,5,36,0,1,14147,13870,14830,12423,9406,6927,11933,-51.03,65,71598,32935,859176,65870,72.7,1,Extended Credit Terms,1432,28732,1905.1,0.7,1.12,🔴 Critical,Tier 3 – Monitor,2,5,4,-1444.0,3121.930006689238,0.5804424333836099,0.7371820354792162,73.7,347927
FF-1293,Metro Mixology VIII,Bar & Lounge,Mumbai,Pan-Asian,Riya Sharma,228,3.7,48855,8,4,0,16,1,0,12812,11914,10999,10528,9793,8945,10831,-30.18,65,64986,29894,779832,717456,36.4,0,Dedicated Account Manager,8000,156692,1858.4,0.85,7.4,🟢 Healthy,Tier 2 – Engage,4,2,7,-773.4,1403.6893412242846,0.8257939438700148,0.15658771640023336,15.7,624362
FF-1294,The Social Hub VIII,Premium Café,Pune,Italian,Riya Sharma,91,4.5,10366,33,6,6,22,1,1,15417,15020,14187,11534,9562,6960,12113,-54.85,81,72678,33432,872136,802368,36.4,0,Dedicated Account Manager,8000,175237,2090.2,0.85,8.28,🟢 Healthy,Tier 2 – Engage,5,6,3,-1691.4,3378.3070119020663,0.5745418524021793,0.29687012570690685,29.7,599319
FF-1295,Terrace & Toast VIII,Bar & Lounge,Bangalore,Multi-Cuisine,Riya Sharma,296,4.7,70567,35,7,3,25,1,0,14179,14192,15068,14335,14536,13628,14323,-3.89,1,85938,39531,1031256,592965,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,2,6,-110.2,473.5947634845639,0.9514102206087685,0.08053618848160497,8.1,709443
FF-1296,Altitude Lounge VIII,4-Star Hotel,Ranchi,Fusion,Riya Sharma,293,4.4,64527,6,7,0,28,1,2,16542,15647,15543,15452,15474,15142,15633,-8.46,3,93798,43147,1125576,992381,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,6,0,1,-280.0,476.1720977405823,0.9685301266470513,0.12562897684625063,12.6,908333
FF-1297,The Copper Pot VIII,Premium Café,Delhi,Fusion,Riya Sharma,114,4.7,58406,23,1,4,32,1,2,9009,9236,9331,8666,8190,7456,8648,-17.24,46,51888,23868,622656,572832,36.4,0,Extended Credit Terms,1038,125106,11941.1,0.7,4.87,🟢 Healthy,Tier 3 – Monitor,2,6,1,-310.6,717.4267906901721,0.862064978610244,0.05555763031109282,5.6,487858
FF-1298,Velvet Room VIII,5-Star Hotel,Delhi,Indian,Neha Joshi,185,4.6,28638,25,3,1,26,1,1,12720,13733,14091,12990,12049,11221,12800,-11.78,55,76800,35328,921600,494592,36.4,0,Extended Credit Terms,1536,108018,6927.9,0.7,4.2,🟢 Healthy,Tier 3 – Monitor,2,1,2,-299.8,1061.7824008085022,0.8765721428013437,0.05837618146694013,5.8,614360
FF-1299,Zest & Zeal VIII,Premium Café,Delhi,Japanese,Priya Nair,51,3.5,30456,19,2,4,24,1,2,21334,21169,21775,21528,20727,18405,20823,-13.73,75,124938,57471,1499256,1379304,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,6,4,-585.8,1236.1315463978742,0.8838359585094122,0.28228840293489177,28.2,1155472
